uniqueID,Search,Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations,Average per Year
853,A,Effects of seasonal grazing and precipitation regime on the soil macroinvertebrates of a Mediterranean old-field,"Moron-Rios, Alejandro; Rodriguez, Miguel A.; Perez-Camacho, Lorenzo; Rebollo, Salvador",EUROPEAN JOURNAL OF SOIL BIOLOGY,MAR-APR 2010,2010,46,2,91,96,10.1016/j.ejsobi.2009.12.008,18,2
854,A,The significance of termites as decomposers in contrasting grassland communities of semi-arid eastern Australia,"Noble, J. C.; Mueller, W. J.; Whitford, W. G.; Pfitzner, G. H.",JOURNAL OF ARID ENVIRONMENTS,Jan-09,2009,73,1,113,119,10.1016/j.jaridenv.2008.08.004,18,1.8
855,A,Local adaptation and effects of grazing among seedlings of two native california bunchgrass species: Implications for restoration,"Hufford, Kristina M.; Mazer, Susan J.; Camara, Mark D.",RESTORATION ECOLOGY,Mar-08,2008,16,1,59,69,10.1111/j.1526-100X.2007.00262.x,18,1.64
856,A,Effect of fire on microarthropods in New Zealand indigenous grassland,"Barratt, Barbara I. P.; Tozer, Peter A.; Wiedemer, Robin L.; Ferguson, Colin M.; Johnstone, Peter D.",RANGELAND ECOLOGY & MANAGEMENT,Jul-06,2006,59,4,383,391,10.2111/05-190R1.1,18,1.38
857,A,Consequences for host-parasitoid interactions of grazing-dependent habitat heterogeneity,"Vanbergen, AJ; Hails, RS; Watt, AD; Jones, TH",JOURNAL OF ANIMAL ECOLOGY,May-06,2006,75,3,789,801,10.1111/j.1365-2656.2006.1099.x,18,1.38
858,A,"Responses of a remnant California native bunchgrass population to grazing, burning and climatic variation","Marty, JT; Collinge, SK; Rice, KJ",PLANT ECOLOGY,Nov-05,2005,181,1,101,112,10.1007/s11258-005-3797-z,18,1.29
859,A,Riparian vegetation response to different intensities and seasons of grazing,"Lucas, RW; Baker, TT; Wood, MK; Allison, CD; Vanleeuwen, DM",JOURNAL OF RANGE MANAGEMENT,Sep-04,2004,57,5,466,474,10.2307/4003975,18,1.2
860,A,"The influence of herbivory on plant cover and species composition in the Pryor Mountain Wild Horse Range, USA","Fahnestock, JT; Detling, JK",PLANT ECOLOGY,Oct-99,1999,144,2,145,157,10.1023/A:1009899509067,18,0.9
861,A,Response of the alpine gentian Gentiana nivalis L. to protection from grazing by sheep,"Miller, GR; Geddes, C; Mardon, DK",BIOLOGICAL CONSERVATION,Mar-99,1999,87,3,311,318,10.1016/S0006-3207(98)00076-7,18,0.9
862,A,The influence of goose grazing on the growth of Poa arctica: overestimation of overcompensation,"Bakker, C; Loonen, MJJE",OIKOS,Sep-98,1998,82,3,459,466,10.2307/3546367,18,0.86
863,A,Biotic interactions in the colonization of crustose coralline algae by epiphytes,"Figueiredo, MAD; Jones, JMK; Norton, TA",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,AUG 1 1996,1996,199,2,303,318,10.1016/0022-0981(96)00018-4,18,0.78
864,A,EFFECTS OF GRAZING BY UNGULATES ON UPLAND BUNCHGRASS COMMUNITIES OF THE NORTHERN WINTER RANGE OF YELLOWSTONE-NATIONAL-PARK,"SINGER, FJ",NORTHWEST SCIENCE,Aug-95,1995,69,3,191,203,,18,0.75
865,A,Rewilding with large herbivores: The importance of grazing refuges for sapling establishment and wood-pasture formation,"Smit, Christian; Ruifrok, Jasper L.; van Klink, Roe; Olff, Han",BIOLOGICAL CONSERVATION,Feb-15,2015,182,,134,142,10.1016/j.biocon.2014.11.047,17,4.25
866,A,Experimental evidence for disturbance as key to the conservation of dune grassland,"Brunbjerg, Ane Kirstine; Svenning, Jens-Christian; Ejrnaes, Rasmus",BIOLOGICAL CONSERVATION,Jun-14,2014,174,,101,110,10.1016/j.biocon.2014.04.002,17,3.4
867,A,Drought-induced woody plant mortality in an encroached semi-arid savanna depends on topoedaphic factors and land management,"Twidwell, Dirac; Wonkka, Carissa L.; Taylor, Charles A., Jr.; Zou, Chris B.; Twidwell, Jeremiah J.; Rogers, William E.",APPLIED VEGETATION SCIENCE,Jan-14,2014,17,1,42,52,10.1111/avsc.12044,17,3.4
868,A,"Changes in sex ratios of a dioecious grass with grazing intensity: the interplay between gender traits, neighbour interactions and spatial patterns","Graff, Pamela; Rositano, Florencia; Aguiar, Martin R.",JOURNAL OF ECOLOGY,Sep-13,2013,101,5,1146,1157,10.1111/1365-2745.12114,17,2.83
869,A,Trait-based climate change predictions of plant community structure in arid steppes,"Frenette-Dussault, Cedric; Shipley, Bill; Meziane, Driss; Hingrat, Yves",JOURNAL OF ECOLOGY,Mar-13,2013,101,2,484,492,10.1111/1365-2745.12040,17,2.83
870,A,"Testing the effects of deer grazing on two woodland rodents, bankvoles and woodmice","Buesching, C. D.; Newman, C.; Jones, J. T.; Macdonald, D. W.",BASIC AND APPLIED ECOLOGY,2011,2011,12,3,207,214,10.1016/j.baae.2011.02.007,17,2.13
871,A,"How does grazing intensity affect different vegetation types in arid Succulent Karoo, South Africa? Implications for conservation management","Haarmeyer, Daniela H.; Schmiedel, Ute; Dengler, Juergen; Boesing, Britta M.",BIOLOGICAL CONSERVATION,Mar-10,2010,143,3,588,596,10.1016/j.biocon.2009.11.008,17,1.89
872,A,Toward landscape-wide conservation outcomes in Australia's temperate grazing region,"Fischer, Joern; Sherren, Kate; Stott, Jenny; Zerger, Andre; Warren, Garth; Stein, John",FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,Mar-10,2010,8,2,69,74,10.1890/080170,17,1.89
873,A,Barriers to tree seedling emergence on human-induced grasslands in Sri Lanka,"Gunaratne, A. M. T. A.; Gunatilleke, C. V. S.; Gunatilleke, I. A. U. N.; Weerasinghe, H. M. S. P. Madawala; Burslem, D. F. R. P.",JOURNAL OF APPLIED ECOLOGY,Feb-10,2010,47,1,157,165,10.1111/j.1365-2664.2009.01763.x,17,1.89
874,A,"Habitat protection, cattle grazing and density-dependent reproduction in a desert tree","Aschero, Valeria; Vazquez, Diego P.",AUSTRAL ECOLOGY,Dec-09,2009,34,8,901,907,10.1111/j.1442-9993.2009.01997.x,17,1.7
875,A,Effects of large herbivores on murid rodents in a South African savanna,"Hagenah, Nicole; Prins, Herbert H. T.; Olff, Han",JOURNAL OF TROPICAL ECOLOGY,Sep-09,2009,25,,483,492,10.1017/S0266467409990046,17,1.7
876,A,Seasonal response of herbage production and its nutrient and mineral contents to long-term cattle grazing on a Rough Fescue grassland,"Li, Chunli; Hao, Xiying; Willms, Walter D.; Zhao, Mengli; Han, Guodong",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jul-09,2009,132,01-Feb,32,38,10.1016/j.agee.2009.02.010,17,1.7
877,A,Plant population and community responses to removal of dominant species in the shortgrass steppe,"Munson, Seth M.; Lauenroth, William K.",JOURNAL OF VEGETATION SCIENCE,Apr-09,2009,20,2,224,232,10.1111/j.1654-1103.2009.05556.x,17,1.7
878,A,Spatial scales of foraging in fallow deer: Implications for associational effects in plant defences,"Rautio, Pasi; Kesti, Kari; Bergvall, Ulrika A.; Tuomi, Juha; Leimar, Olof",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,JUL-AUG 2008,2008,34,1,12,20,10.1016/j.actao.2008.02.005,17,1.55
879,A,Effects of sheep grazing on abundance and predators of field vole (Microtus agrestis) in upland Britain,"Wheeler, Philip",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jan-08,2008,123,01-Mar,49,55,10.1016/j.agee.2007.04.003,17,1.55
880,A,Spatial variation in caddisfly grazing regimes within a Northern California watershed,"McNeely, Camille; Power, Mary E.",ECOLOGY,Oct-07,2007,88,10,2609,2619,10.1890/06-0796.1,17,1.42
881,A,Spread of non-native grasses into grazed versus ungrazed desert grasslands,"Bock, C. E.; Bock, J. H.; Kennedy, L.; Jones, Z. F.",JOURNAL OF ARID ENVIRONMENTS,Oct-07,2007,71,2,229,235,10.1016/j.jaridenv.2007.03.004,17,1.42
882,A,Interactive effects of introduced herbivores and post-flowering die-off of bamboos in Patagonian Nothofagus forests,"Raffaele, Estela; Kitzberger, Thomas; Veblen, Thomas",JOURNAL OF VEGETATION SCIENCE,Jun-07,2007,18,3,371,378,10.1658/1100-9233(2007)18[371:IEOIHA]2.0.CO;2,17,1.42
883,A,Grasshopper abundance in an Arizona rangeland undergoing exurban development,"Bock, Carl E.; Jones, Zacb E.; Bock, Jane H.",RANGELAND ECOLOGY & MANAGEMENT,Nov-06,2006,59,6,640,647,10.2111/06-013R1.1,17,1.31
884,A,"Effects of soil water regime and grazing on vegetation diversity and production in a hyperseasonal savanna in the Apure Llanos, Venezuela","Sarmiento, G; Pinillos, M; da Silva, MP; Acevedo, D",JOURNAL OF TROPICAL ECOLOGY,Mar-04,2004,20,,209,220,10.1017/S0266467403001299,17,1.13
885,A,Benefits of rotational grazing and dense nesting cover for island-nesting waterfowl in southern Quebec,"Lapointe, S; Giroux, JF; Belanger, L; Filion, B",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,May-00,2000,78,3,261,272,10.1016/S0167-8809(99)00132-2,17,0.89
886,A,Use of electricity to inhibit macroinvertebrate grazing of epilithon in experimental treatments in flowing waters,"Brown, GG; Norris, RH; Maher, WA; Thomas, K",JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,Mar-00,2000,19,1,176,185,10.2307/1468290,17,0.89
887,A,Impacts of rotational grazing on mixed prairie soils and vegetation,"Dormaar, JF; Adams, BW; Willms, WD",JOURNAL OF RANGE MANAGEMENT,Nov-97,1997,50,6,647,651,10.2307/4003461,17,0.77
888,A,"Earthworm community characteristics during afforestation of abandoned chalk grasslands (Upper Normandy, France)","Decaens, T; Dutoit, T; Alard, D",EUROPEAN JOURNAL OF SOIL BIOLOGY,JAN-MAR 1997,1997,33,1,1,11,,17,0.77
889,A,COMPARISON OF HERBAGE PRODUCTION ON MODERATELY GRAZED AND UNGRAZED WESTERN RANGES,"LACEY, JR; VANPOOLLEN, HW",JOURNAL OF RANGE MANAGEMENT,1981,1981,34,3,210,212,10.2307/3898043,17,0.45
890,A,Grazing intensity differentially regulates ANPP response to precipitation in North American semiarid grasslands,"Irisarri, J. Gonzalo N.; Derner, Justin D.; Porensky, Lauren M.; Augustine, David J.; Reeves, Justin L.; Mueller, Kevin E.",ECOLOGICAL APPLICATIONS,Jul-16,2016,26,5,1370,1380,10.1890/15-1332,16,5.33
891,A,Soil respiration patterns for four major land-use types of the agro-pastoral region of northern China,"Rong, Yuping; Ma, Lei; Johnson, Douglas A.; Yuan, Fei",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,DEC 25 2015,2015,213,,142,150,10.1016/j.agee.2015.08.002,16,4
892,A,"Making sense of a prairie butterfly paradox: The effects of grazing, time since fire, and sampling period on regal fritillary abundance","Moranz, Raymond A.; Fuhlendorf, Samuel D.; Engle, David M.",BIOLOGICAL CONSERVATION,May-14,2014,173,,32,41,10.1016/j.biocon.2014.03.003,16,3.2
893,A,"Propagule pressure, not fire or cattle grazing, promotes invasion of buffel grass Cenchrus ciliaris","Fensham, Rod J.; Donald, Sam; Dwyer, John M.",JOURNAL OF APPLIED ECOLOGY,Feb-13,2013,50,1,138,146,10.1111/1365-2664.12009,16,2.67
894,A,Arid vegetation in disequilibrium with livestock grazing: Evidence from long-term exclosures,"Silcock, Jenny L.; Fensham, Rod J.",AUSTRAL ECOLOGY,Feb-13,2013,38,1,57,65,10.1111/j.1442-9993.2012.02374.x,16,2.67
895,A,Do goats preserve the forest? Evaluating the effects of grazing goats on combustible Mediterranean scrub,"Mancilla-Leyton, J. M.; Pino Mejias, R.; Martin Vicente, A.",APPLIED VEGETATION SCIENCE,Jan-13,2013,16,1,63,73,10.1111/j.1654-109X.2012.01214.x,16,2.67
896,A,Grazing-induced effects on soil properties modify plant competitive interactions in semi-natural mountain grasslands,"Medina-Roldan, Eduardo; Paz-Ferreiro, Jorge; Bardgett, Richard D.",OECOLOGIA,Sep-12,2012,170,1,159,169,10.1007/s00442-012-2287-y,16,2.29
897,A,"Effect of grazing intensity on evapotranspiration in the semiarid grasslands of Inner Mongolia, China","Wang, L.; Liu, H.; Ketzer, B.; Horn, R.; Bernhofer, C.",JOURNAL OF ARID ENVIRONMENTS,Aug-12,2012,83,,15,24,10.1016/j.jaridenv.2012.04.005,16,2.29
898,A,"Regulation of Microbial Community Composition and Activity by Soil Nutrient Availability, Soil pH, and Herbivory in the Tundra","Stark, Sari; Eskelinen, Anu; Mannisto, Minna K.",ECOSYSTEMS,Jan-12,2012,15,1,18,33,10.1007/s10021-011-9491-1,16,2.29
899,A,Resource heterogeneity and persistence of exotic annuals in long-ungrazed Mediterranean-climate woodlands,"Prober, Suzanne M.; Wiehl, Georg",BIOLOGICAL INVASIONS,Sep-11,2011,13,9,2009,2022,10.1007/s10530-011-0017-8,16,2
900,A,Conservation management of eastern Australian farmland birds in relation to landscape gradients,"Hanspach, Jan; Fischer, Joern; Stott, Jenny; Stagoll, Karen",JOURNAL OF APPLIED ECOLOGY,Jun-11,2011,48,3,523,531,10.1111/j.1365-2664.2010.01948.x,16,2
901,A,A spatially explicit approach to trophic interactions and landscape formation: patchiness in small-scale variability of grazing effects along an intertidal stress gradient,"Diaz, Eliecer Rodrigo; McQuaid, Christopher David",JOURNAL OF ECOLOGY,Mar-11,2011,99,2,416,430,10.1111/j.1365-2745.2010.01779.x,16,2
902,A,Effects of cattle and rabbit grazing on clonal expansion of spiny shrubs in wood-pastures,"Smit, Christian; Bakker, Elisabeth S.; Apol, M. Emile F.; Olff, Han",BASIC AND APPLIED ECOLOGY,2010,2010,11,8,685,692,10.1016/j.baae.2010.08.010,16,1.78
903,A,Effects of disturbance on population biology of the rosette species Eryngium horridum Malme in grasslands in southern Brazil,"Fidelis, Alessandra; Overbeck, Gerhard; Pillar, Valerio DePatta; Pfadenhauer, Joerg",PLANT ECOLOGY,Mar-08,2008,195,1,55,67,10.1007/s11258-007-9298-5,16,1.45
904,A,"Long-term impacts of grazing on indigenous forest remnants on North Island hill country, New Zealand","Smale, Mark C.; Dodd, Michael B.; Burns, Bruce R.; Power, Ian L.",NEW ZEALAND JOURNAL OF ECOLOGY,2008,2008,32,1,57,66,,16,1.45
905,A,Recolonization of a high latitude hard-bottom nearshore community,"Konar, Brenda",POLAR BIOLOGY,Apr-07,2007,30,5,663,667,10.1007/s00300-007-0261-7,16,1.33
906,A,"Short-term changes in soil nutrients and vegetation biomass and nutrient content following the introduction of extensive management in upland sown swards in Scotland, UK","Marriott, CA; Bolton, GR; Fisher, JM; Hood, K",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,APR 30 2005,2005,106,4,331,344,10.1016/j.agee.2004.09.004,16,1.14
907,A,"Effects of Javan rusa deer (Cervus timorensis) on native plant species in the Jibbon-Bundeena Area, Royal National Park, New South Wales","Keith, D; Pellow, B",PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,MAR 20 2005,2005,126,,99,110,,16,1.14
908,A,Recovery of showy lady's slippers (Cypripedium reginae Walter) from moderate and severe herbivory by white-tailed deer (Odocoileus virginianus Zimmerman),"Gregg, KB",NATURAL AREAS JOURNAL,Jul-04,2004,24,3,232,241,,16,1.07
909,A,Burrowing owl nest success and burrow longevity in North Central Oregon,"Holmes, AL; Green, GA; Morgan, RL; Livezey, KB",WESTERN NORTH AMERICAN NATURALIST,Apr-03,2003,63,2,244,250,,16,1
910,A,"Flowering, growth and defence in the two sexes: consequences of herbivore exclusion for Salix polaris","Dormann, CF; Skarpe, C",FUNCTIONAL ECOLOGY,Oct-02,2002,16,5,649,656,10.1046/j.1365-2435.2002.00662.x,16,0.94
911,A,Influence of grazing by bison and cattle on deer mice in burned tallgrass prairie,"Matlack, RS; Kaufman, DW; Kaufman, GA",AMERICAN MIDLAND NATURALIST,Oct-01,2001,146,2,361,368,10.1674/0003-0031(2001)146[0361:IOGBBA]2.0.CO;2,16,0.89
912,A,Habitat selection by the Texas tortoise in a managed thornscrub ecosystem,"Kazmaier, RT; Hellgren, EC; Ruthven, DC",JOURNAL OF WILDLIFE MANAGEMENT,Oct-01,2001,65,4,653,660,10.2307/3803016,16,0.89
913,A,Effect of elevated atmospheric CO2 and vegetation type on microbiota associated with decomposing straw,"Frederiksen, HB; Ronn, R; Christensen, S",GLOBAL CHANGE BIOLOGY,Mar-01,2001,7,3,313,321,10.1046/j.1365-2486.2001.00399.x,16,0.89
914,A,"Grazing lawns in Terai grasslands, Royal Bardia National Park, Nepal","Karki, JB; Jhala, YV; Khanna, PP",BIOTROPICA,Sep-00,2000,32,3,423,429,10.1646/0006-3606(2000)032[0423:GLITGR]2.0.CO;2,16,0.84
915,A,"Effects of 20 years of grazing exclusion in an area of the Queen Elizabeth National Park, Uganda","LenziGrillini, CR; Viskanic, P; Mapesa, M",AFRICAN JOURNAL OF ECOLOGY,Dec-96,1996,34,4,333,341,10.1111/j.1365-2028.1996.tb00629.x,16,0.7
916,A,GROWTH OF WINTERFAT FOLLOWING DEFOLIATION IN NORTHERN MIXED PRAIRIE OF SASKATCHEWAN,"ROMO, JT; REDMANN, RE; KOWALENKO, BL; NICHOLSON, AR",JOURNAL OF RANGE MANAGEMENT,May-95,1995,48,3,240,245,10.2307/4002427,16,0.67
917,A,"EFFECTIVENESS AND COST-EFFICIENCY OF CONTROL OF THE WILD RABBIT, ORYCTOLAGUS-CUNICULUS (L), BY COMBINATIONS OF POISONING, RIPPING, FUMIGATION AND MAINTENANCE FUMIGATION","WILLIAMS, CK; MOORE, RJ",WILDLIFE RESEARCH,1995,1995,22,3,253,269,10.1071/WR9950253,16,0.67
918,A,THE IMPACT OF SMALL CHIRONOMID GRAZERS ON EPIPHYTIC ALGAL ABUNDANCE AND DISPERSION,"BOTTS, PS",FRESHWATER BIOLOGY,Aug-93,1993,30,1,25,33,10.1111/j.1365-2427.1993.tb00785.x,16,0.62
919,A,CATTLE GRAZING BEHAVIOR ON A FOOTHILL ELK WINTER RANGE IN SOUTHEASTERN WYOMING,"HART, RH; HEPWORTH, KW; SMITH, MA; WAGGONER, JW",JOURNAL OF RANGE MANAGEMENT,May-91,1991,44,3,262,266,10.2307/4002955,16,0.57
920,A,VEGETATION CHANGES IN RELATION TO LIVESTOCK EXCLUSION AND ROOTPLOWING IN SOUTHEASTERN ARIZONA,"ROUNDY, BA; JORDAN, GL",SOUTHWESTERN NATURALIST,NOV 23 1988,1988,33,4,425,436,10.2307/3672210,16,0.52
921,A,Grazing-induced changes in plant-soil feedback alter plant biomass allocation,"Veen, G. F. (Ciska); de Vries, Saskia; Bakker, Elisabeth S.; van der Putten, Wim H.; Olff, Han",OIKOS,Jul-14,2014,123,7,800,806,10.1111/j.1600-0706.2013.01077.x,15,3
922,A,Large herbivore responses to surface water and land use in an East African savanna: implications for conservation and human-wildlife conflicts,"Ogutu, Joseph O.; Reid, Robin S.; Piepho, Hans-Peter; Hobbs, Nicholas T.; Rainy, Michael E.; Kruska, Russell L.; Worden, Jeffrey S.; Nyabenge, Meshack",BIODIVERSITY AND CONSERVATION,Mar-14,2014,23,3,573,596,10.1007/s10531-013-0617-y,15,3
923,A,Does disturbance affect bud bank size and belowground structures diversity in Brazilian subtropical grasslands?,"Fidelis, Alessandra; Appezzato-da-Gloria, Beatriz; Pillar, Valerio D.; Pfadenhauer, Joerg",FLORA,2014,2014,209,2,110,116,10.1016/j.flora.2013.12.003,15,3
924,A,The altitudinal distribution center of a widespread cushion species is related to an optimum combination of temperature and precipitation in the central Tibetan Plateau,"Li, R.; Luo, T.; Tang, Y.; Du, M.; Zhang, X.",JOURNAL OF ARID ENVIRONMENTS,Jan-13,2013,88,,70,77,10.1016/j.jaridenv.2012.07.018,15,2.5
925,A,"Assessing the development of rehabilitated grasslands on post-mined landforms in north west Queensland, Australia","Vickers, H.; Gillespie, M.; Gravina, A.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,DEC 1 2012,2012,163,,72,84,10.1016/j.agee.2012.05.024,15,2.14
926,A,Exclusion of root competition increases competitive abilities of subordinate plant species through root-shoot interactions,"Mariotte, P.; Buttler, A.; Johnson, D.; Thebault, A.; Vandenberghe, C.",JOURNAL OF VEGETATION SCIENCE,Dec-12,2012,23,6,1148,1158,10.1111/j.1654-1103.2012.01432.x,15,2.14
927,A,The importance of grazing regime in the provision of breeding habitat for grassland birds: The case of the endangered little bustard (Tetrax tetrax),"Faria, Nuno; Rabaca, Joao E.; Morales, Manuel B.",JOURNAL FOR NATURE CONSERVATION,Aug-12,2012,20,4,211,218,10.1016/j.jnc.2012.03.003,15,2.14
928,A,Changes in vegetation structure induced by domestic grazing in Patagonia (Southern Argentina),"Cesa, A.; Paruelo, J. M.",JOURNAL OF ARID ENVIRONMENTS,Nov-11,2011,75,11,1129,1135,10.1016/j.jaridenv.2011.04.003,15,1.88
929,A,Abiotic effects predominate under prolonged livestock-induced disturbance,"Eldridge, David J.; Val, James; James, Alex I.",AUSTRAL ECOLOGY,Jun-11,2011,36,4,367,377,10.1111/j.1442-9993.2010.02159.x,15,1.88
930,A,"Restoring diversity after cattail expansion: disturbance, resilience, and seasonality in a tropical dry wetland","Osland, Michael J.; Gonzalez, Eugenio; Richardson, Curtis J.",ECOLOGICAL APPLICATIONS,Apr-11,2011,21,3,715,728,10.1890/09-0981.1,15,1.88
931,A,Soil fauna in sheep-grazed hill pastures under organic and conventional livestock management and in an adjacent ungrazed pasture,"Schon, N. L.; Mackay, A. D.; Minor, M. A.",PEDOBIOLOGIA,2011,2011,54,3,161,168,10.1016/j.pedobi.2011.01.001,15,1.88
932,A,"Resilience of a high-conservation-value, semi-arid grassland on fertile clay soils to burning, mowing and ploughing","Lewis, Tom; Reid, Nick; Clarke, Peter J.; Whalley, Ralph D. B.",AUSTRAL ECOLOGY,Jun-10,2010,35,4,464,481,10.1111/j.1442-9993.2009.02047.x,15,1.67
